pclass,survived,name,sex,fare
2,0,"Jarvis, Mr. John Denzil",male,15.0
2,0,"Jefferys, Mr. Clifford Thomas",male,31.5
2,0,"Jefferys, Mr. Ernest Wilfred",male,31.5
2,0,"Jenkin, Mr. Stephen Curnow",male,10.5
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,13.7917
2,0,"Kantor, Mr. Sinai",male,26.0
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,26.0
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,21.0
2,1,"Keane, Miss. Nora A",female,12.35
2,0,"Keane, Mr. Daniel",male,12.35
2,1,"Kelly, Mrs. Florence ""Fannie""",female,13.5
2,0,"Kirkland, Rev. Charles Leonard",male,12.35
2,0,"Knight, Mr. Robert J",male,0.0
2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,10.5
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0
2,0,"Lahtinen, Rev. William",male,26.0
2,0,"Lamb, Mr. John Joseph",male,10.7083
2,1,"Laroche, Miss. Louise",female,41.5792
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,41.5792
2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,41.5792
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,41.5792
2,1,"Lehmann, Miss. Bertha",female,12.0
2,1,"Leitch, Miss. Jessie Wills",female,33.0
2,1,"Lemore, Mrs. (Amelia Milley)",female,10.5
2,0,"Levy, Mr. Rene Jacques",male,12.875
2,0,"Leyson, Mr. Robert William Norman",male,10.5
2,0,"Lingane, Mr. John",male,12.35
2,0,"Louch, Mr. Charles Alexander",male,26.0
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,26.0
2,0,"Mack, Mrs. (Mary)",female,10.5
2,0,"Malachard, Mr. Noel",male,15.0458
2,1,"Mallet, Master. Andre",male,37.0042
2,0,"Mallet, Mr. Albert",male,37.0042
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,37.0042
2,0,"Mangiavacchi, Mr. Serafino Emilio",male,15.5792
2,0,"Matthews, Mr. William John",male,13.0
2,0,"Maybery, Mr. Frank Hubert",male,16.0
2,0,"McCrae, Mr. Arthur Gordon",male,13.5
2,0,"McCrie, Mr. James Matthew",male,13.0
2,0,"McKane, Mr. Peter David",male,26.0
2,1,"Mellinger, Miss. Madeleine Violet",female,19.5
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,19.5
2,1,"Mellors, Mr. William John",male,10.5
2,0,"Meyer, Mr. August",male,13.0
2,0,"Milling, Mr. Jacob Christian",male,13.0
2,0,"Mitchell, Mr. Henry Michael",male,10.5
2,0,"Montvila, Rev. Juozas",male,13.0
2,0,"Moraweck, Dr. Ernest",male,14.0
2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,26.0
2,0,"Mudd, Mr. Thomas Charles",male,10.5
2,0,"Myles, Mr. Thomas Francis",male,9.6875
2,0,"Nasser, Mr. Nicholas",male,30.0708
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,30.0708
2,1,"Navratil, Master. Edmond Roger",male,26.0
2,1,"Navratil, Master. Michel M",male,26.0
2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,26.0
2,0,"Nesson, Mr. Israel",male,13.0
2,0,"Nicholls, Mr. Joseph Charles",male,36.75
2,0,"Norman, Mr. Robert Douglas",male,13.5
2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,13.8625
2,1,"Nye, Mrs. (Elizabeth Ramell)",female,10.5
2,0,"Otter, Mr. Richard",male,13.0
2,1,"Oxenham, Mr. Percy Thomas",male,10.5
2,1,"Padro y Manent, Mr. Julian",male,13.8625
2,0,"Pain, Dr. Alfred",male,10.5
2,1,"Pallas y Castello, Mr. Emilio",male,13.8583
2,0,"Parker, Mr. Clifford Richard",male,10.5
2,0,"Parkes, Mr. Francis ""Frank""",male,0.0
2,1,"Parrish, Mrs. (Lutie Davis)",female,26.0
2,0,"Pengelly, Mr. Frederick William",male,10.5
2,0,"Pernot, Mr. Rene",male,15.05
2,0,"Peruschitz, Rev. Joseph Maria",male,13.0
2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0
2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,26.0
2,0,"Phillips, Mr. Escott Robert",male,21.0
2,1,"Pinsky, Mrs. (Rosa)",female,13.0
2,0,"Ponesell, Mr. Martin",male,13.0
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,12.7375
2,0,"Pulbaum, Mr. Franz",male,15.0333
2,1,"Quick, Miss. Phyllis May",female,26.0
2,1,"Quick, Miss. Winifred Vera",female,26.0
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,26.0
2,0,"Reeves, Mr. David",male,10.5
2,0,"Renouf, Mr. Peter Henry",male,21.0
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,21.0
2,1,"Reynaldo, Ms. Encarnacion",female,13.0
2,0,"Richard, Mr. Emile",male,15.0458
2,1,"Richards, Master. George Sibley",male,18.75
2,1,"Richards, Master. William Rowe",male,18.75
2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,18.75
2,1,"Ridsdale, Miss. Lucy",female,10.5
2,0,"Rogers, Mr. Reginald Harry",male,10.5
2,1,"Rugg, Miss. Emily",female,10.5
2,0,"Schmidt, Mr. August",male,13.0
2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,13.0
2,0,"Sharp, Mr. Percival James R",male,26.0
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,26.0
2,1,"Silven, Miss. Lyyli Karoliina",female,13.0
2,1,"Sincock, Miss. Maude",female,36.75
2,1,"Sinkkonen, Miss. Anna",female,13.0
2,0,"Sjostedt, Mr. Ernst Adolf",male,13.5
2,1,"Slayter, Miss. Hilda Mary",female,12.35
2,0,"Slemen, Mr. Richard James",male,10.5
2,1,"Smith, Miss. Marion Elsie",female,13.0
2,0,"Sobey, Mr. Samuel James Hayden",male,13.0
2,0,"Stanton, Mr. Samuel Ward",male,15.0458
2,0,"Stokes, Mr. Philip Joseph",male,10.5
2,0,"Swane, Mr. George",male,13.0
2,0,"Sweet, Mr. George Frederick",male,65.0
2,1,"Toomey, Miss. Ellen",female,10.5
2,0,"Troupiansky, Mr. Moses Aaron",male,13.0
2,1,"Trout, Mrs. William H (Jessie L)",female,12.65
2,1,"Troutt, Miss. Edwina Celia ""Winnie""",female,10.5
2,0,"Turpin, Mr. William John Robert",male,21.0
2,0,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,21.0
2,0,"Veal, Mr. James",male,13.0
2,1,"Walcroft, Miss. Nellie",female,21.0
2,0,"Ware, Mr. John James",male,21.0
2,0,"Ware, Mr. William Jeffery",male,10.5
2,1,"Ware, Mrs. John James (Florence Louise Long)",female,21.0
2,0,"Watson, Mr. Ennis Hastings",male,0.0
2,1,"Watt, Miss. Bertha J",female,15.75
2,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,15.75
2,1,"Webber, Miss. Susan",female,13.0
2,0,"Weisz, Mr. Leopold",male,26.0
2,1,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",female,26.0
2,1,"Wells, Master. Ralph Lester",male,23.0
2,1,"Wells, Miss. Joan",female,23.0
2,1,"Wells, Mrs. Arthur Henry (""Addie"" Dart Trevaskis)",female,23.0
2,1,"West, Miss. Barbara J",female,27.75
2,1,"West, Miss. Constance Mirium",female,27.75
2,0,"West, Mr. Edwy Arthur",male,27.75
2,1,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,27.75
2,0,"Wheadon, Mr. Edward H",male,10.5
2,0,"Wheeler, Mr. Edwin ""Frederick""",male,12.875
2,1,"Wilhelms, Mr. Charles",male,13.0
2,1,"Williams, Mr. Charles Eugene",male,13.0
2,1,"Wright, Miss. Marion",female,13.5
2,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,13.0
3,0,"Abbing, Mr. Anthony",male,7.55
3,0,"Abbott, Master. Eugene Joseph",male,20.25
3,0,"Abbott, Mr. Rossmore Edward",male,20.25
3,1,"Abbott, Mrs. Stanton (Rosa Hunt)",female,20.25
3,1,"Abelseth, Miss. Karen Marie",female,7.65
3,1,"Abelseth, Mr. Olaus Jorgensen",male,7.65
3,1,"Abrahamsson, Mr. Abraham August Johannes",male,7.925
3,1,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,7.2292
3,0,"Adahl, Mr. Mauritz Nils Martin",male,7.25
3,0,"Adams, Mr. John",male,8.05
3,0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,9.475
3,1,"Aks, Master. Philip Frank",male,9.35
3,1,"Aks, Mrs. Sam (Leah Rosen)",female,9.35
3,1,"Albimona, Mr. Nassef Cassem",male,18.7875
3,0,"Alexander, Mr. William",male,7.8875
3,0,"Alhomaki, Mr. Ilmari Rudolf",male,7.925
3,0,"Ali, Mr. Ahmed",male,7.05
3,0,"Ali, Mr. William",male,7.05
3,0,"Allen, Mr. William Henry",male,8.05
3,0,"Allum, Mr. Owen George",male,8.3
3,0,"Andersen, Mr. Albert Karvin",male,22.525
3,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,7.8542
3,0,"Andersson, Master. Sigvard Harald Elias",male,31.275
3,0,"Andersson, Miss. Ebba Iris Alfrida",female,31.275
3,0,"Andersson, Miss. Ellis Anna Maria",female,31.275
3,1,"Andersson, Miss. Erna Alexandra",female,7.925
3,0,"Andersson, Miss. Ida Augusta Margareta",female,7.775
3,0,"Andersson, Miss. Ingeborg Constanzia",female,31.275
3,0,"Andersson, Miss. Sigrid Elisabeth",female,31.275
3,0,"Andersson, Mr. Anders Johan",male,31.275
3,1,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,7.7958
3,0,"Andersson, Mr. Johan Samuel",male,7.775
3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,31.275
3,0,"Andreasson, Mr. Paul Edvin",male,7.8542
3,0,"Angheloff, Mr. Minko",male,7.8958
3,0,"Arnold-Franchi, Mr. Josef",male,17.8
3,0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,17.8
3,0,"Aronsson, Mr. Ernst Axel Algot",male,7.775
3,0,"Asim, Mr. Adola",male,7.05
3,0,"Asplund, Master. Carl Edgar",male,31.3875
3,0,"Asplund, Master. Clarence Gustaf Hugo",male,31.3875
3,1,"Asplund, Master. Edvin Rojj Felix",male,31.3875
3,0,"Asplund, Master. Filip Oscar",male,31.3875
3,1,"Asplund, Miss. Lillian Gertrud",female,31.3875
3,0,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,31.3875
3,1,"Asplund, Mr. Johan Charles",male,7.7958
3,1,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,31.3875
3,1,"Assaf Khalil, Mrs. Mariana (""Miriam"")",female,7.225
3,0,"Assaf, Mr. Gerios",male,7.225
3,0,"Assam, Mr. Ali",male,7.05
3,0,"Attalah, Miss. Malake",female,14.4583
3,0,"Attalah, Mr. Sleiman",male,7.225
3,0,"Augustsson, Mr. Albert",male,7.8542
3,1,"Ayoub, Miss. Banoura",female,7.2292
3,0,"Baccos, Mr. Raffull",male,7.225
3,0,"Backstrom, Mr. Karl Alfred",male,15.85
3,1,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,15.85
3,1,"Baclini, Miss. Eugenie",female,19.2583
3,1,"Baclini, Miss. Helene Barbara",female,19.2583
3,1,"Baclini, Miss. Marie Catherine",female,19.2583
3,1,"Baclini, Mrs. Solomon (Latifa Qurban)",female,19.2583
3,1,"Badman, Miss. Emily Louisa",female,8.05
3,0,"Badt, Mr. Mohamed",male,7.225
3,0,"Balkic, Mr. Cerin",male,7.8958
3,1,"Barah, Mr. Hanna Assi",male,7.2292
3,0,"Barbara, Miss. Saiide",female,14.4542
3,0,"Barbara, Mrs. (Catherine David)",female,14.4542
3,0,"Barry, Miss. Julia",female,7.8792
3,0,"Barton, Mr. David John",male,8.05
3,0,"Beavan, Mr. William Thomas",male,8.05
3,0,"Bengtsson, Mr. John Viktor",male,7.775
3,0,"Berglund, Mr. Karl Ivar Sven",male,9.35
3,0,"Betros, Master. Seman",male,7.2292
3,0,"Betros, Mr. Tannous",male,4.0125
3,1,"Bing, Mr. Lee",male,56.4958
3,0,"Birkeland, Mr. Hans Martin Monsen",male,7.775
3,0,"Bjorklund, Mr. Ernst Herbert",male,7.75
3,0,"Bostandyeff, Mr. Guentcho",male,7.8958
3,0,"Boulos, Master. Akar",male,15.2458
3,0,"Boulos, Miss. Nourelain",female,15.2458
3,0,"Boulos, Mr. Hanna",male,7.225
3,0,"Boulos, Mrs. Joseph (Sultana)",female,15.2458
3,0,"Bourke, Miss. Mary",female,7.75
3,0,"Bourke, Mr. John",male,15.5
3,0,"Bourke, Mrs. John (Catherine)",female,15.5
3,0,"Bowen, Mr. David John ""Dai""",male,16.1
3,1,"Bradley, Miss. Bridget Delia",female,7.725
3,0,"Braf, Miss. Elin Ester Maria",female,7.8542
3,0,"Braund, Mr. Lewis Richard",male,7.0458
3,0,"Braund, Mr. Owen Harris",male,7.25
3,0,"Brobeck, Mr. Karl Rudolf",male,7.7958
3,0,"Brocklebank, Mr. William Alfred",male,8.05
3,0,"Buckley, Miss. Katherine",female,7.2833
3,1,"Buckley, Mr. Daniel",male,7.8208
3,0,"Burke, Mr. Jeremiah",male,6.75
3,0,"Burns, Miss. Mary Delia",female,7.8792
3,0,"Cacic, Miss. Manda",female,8.6625
3,0,"Cacic, Miss. Marija",female,8.6625
3,0,"Cacic, Mr. Jego Grga",male,8.6625
3,0,"Cacic, Mr. Luka",male,8.6625
3,0,"Calic, Mr. Jovo",male,8.6625
3,0,"Calic, Mr. Petar",male,8.6625
3,0,"Canavan, Miss. Mary",female,7.75
3,0,"Canavan, Mr. Patrick",male,7.75
3,0,"Cann, Mr. Ernest Charles",male,8.05
3,0,"Caram, Mr. Joseph",male,14.4583
3,0,"Caram, Mrs. Joseph (Maria Elias)",female,14.4583
3,0,"Carlsson, Mr. August Sigfrid",male,7.7958
3,0,"Carlsson, Mr. Carl Robert",male,7.8542
3,1,"Carr, Miss. Helen ""Ellen""",female,7.75
3,0,"Carr, Miss. Jeannie",female,7.75
3,0,"Carver, Mr. Alfred John",male,7.25
3,0,"Celotti, Mr. Francesco",male,8.05
3,0,"Charters, Mr. David",male,7.7333
3,1,"Chip, Mr. Chang",male,56.4958
3,0,"Christmann, Mr. Emil",male,8.05
3,0,"Chronopoulos, Mr. Apostolos",male,14.4542
3,0,"Chronopoulos, Mr. Demetrios",male,14.4542
3,0,"Coelho, Mr. Domingos Fernandeo",male,7.05
3,1,"Cohen, Mr. Gurshon ""Gus""",male,8.05
3,0,"Colbert, Mr. Patrick",male,7.25
3,0,"Coleff, Mr. Peju",male,7.4958
3,0,"Coleff, Mr. Satio",male,7.4958
3,0,"Conlon, Mr. Thomas Henry",male,7.7333
3,0,"Connaghton, Mr. Michael",male,7.75
3,1,"Connolly, Miss. Kate",female,7.75
3,0,"Connolly, Miss. Kate",female,7.6292
3,0,"Connors, Mr. Patrick",male,7.75
3,0,"Cook, Mr. Jacob",male,8.05
3,0,"Cor, Mr. Bartol",male,7.8958
3,0,"Cor, Mr. Ivan",male,7.8958
3,0,"Cor, Mr. Liudevit",male,7.8958
3,0,"Corn, Mr. Harry",male,8.05
3,1,"Coutts, Master. Eden Leslie ""Neville""",male,15.9
3,1,"Coutts, Master. William Loch ""William""",male,15.9
3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,15.9
3,0,"Coxon, Mr. Daniel",male,7.25
3,0,"Crease, Mr. Ernest James",male,8.1583
3,1,"Cribb, Miss. Laura Alice",female,16.1
3,0,"Cribb, Mr. John Hatfield",male,16.1
3,0,"Culumovic, Mr. Jeso",male,8.6625
3,0,"Daher, Mr. Shedid",male,7.225
3,1,"Dahl, Mr. Karl Edwart",male,8.05
3,0,"Dahlberg, Miss. Gerda Ulrika",female,10.5167
3,0,"Dakic, Mr. Branko",male,10.1708
3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,6.95
3,1,"Daly, Mr. Eugene Patrick",male,7.75
3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,14.4
3,0,"Danbom, Mr. Ernst Gilbert",male,14.4
3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,14.4
3,0,"Danoff, Mr. Yoto",male,7.8958
3,0,"Dantcheff, Mr. Ristiu",male,7.8958
3,0,"Davies, Mr. Alfred J",male,24.15
3,0,"Davies, Mr. Evan",male,8.05
3,0,"Davies, Mr. John Samuel",male,24.15
3,0,"Davies, Mr. Joseph",male,8.05
3,0,"Davison, Mr. Thomas Henry",male,16.1
3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,16.1
3,1,"de Messemaeker, Mr. Guillaume Joseph",male,17.4
3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,17.4
3,1,"de Mulder, Mr. Theodore",male,9.5
3,0,"de Pelsmaeker, Mr. Alfons",male,9.5
3,1,"Dean, Master. Bertram Vere",male,20.575
3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",female,20.575
3,0,"Dean, Mr. Bertram Frank",male,20.575
3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,20.575
3,0,"Delalic, Mr. Redjo",male,7.8958
3,0,"Demetri, Mr. Marinko",male,7.8958
3,0,"Denkoff, Mr. Mitto",male,7.8958
3,0,"Dennis, Mr. Samuel",male,7.25
3,0,"Dennis, Mr. William",male,7.25
3,1,"Devaney, Miss. Margaret Delia",female,7.8792
3,0,"Dika, Mr. Mirko",male,7.8958
3,0,"Dimic, Mr. Jovan",male,8.6625
3,0,"Dintcheff, Mr. Valtcho",male,7.8958
3,0,"Doharr, Mr. Tannous",male,7.2292
3,0,"Dooley, Mr. Patrick",male,7.75
3,1,"Dorking, Mr. Edward Arthur",male,8.05
3,1,"Dowdell, Miss. Elizabeth",female,12.475
3,0,"Doyle, Miss. Elizabeth",female,7.75
3,1,"Drapkin, Miss. Jennie",female,8.05
3,0,"Drazenoic, Mr. Jozef",male,7.8958
3,0,"Duane, Mr. Frank",male,7.75
3,1,"Duquemin, Mr. Joseph",male,7.55
3,0,"Dyker, Mr. Adolf Fredrik",male,13.9
3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,13.9
3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,7.775
3,0,"Eklund, Mr. Hans Linus",male,7.775
3,0,"Ekstrom, Mr. Johan",male,6.975
3,0,"Elias, Mr. Dibo",male,7.225
3,0,"Elias, Mr. Joseph",male,7.2292
3,0,"Elias, Mr. Joseph Jr",male,7.2292
3,0,"Elias, Mr. Tannous",male,7.2292
3,0,"Elsbury, Mr. William James",male,7.25
3,1,"Emanuel, Miss. Virginia Ethel",female,12.475
3,0,"Emir, Mr. Farred Chehab",male,7.225
3,0,"Everett, Mr. Thomas James",male,15.1
3,0,"Farrell, Mr. James",male,7.75
3,1,"Finoli, Mr. Luigi",male,7.05
3,0,"Fischer, Mr. Eberhard Thelander",male,7.7958
3,0,"Fleming, Miss. Honora",female,7.75
3,0,"Flynn, Mr. James",male,7.75
3,0,"Flynn, Mr. John",male,6.95
3,0,"Foley, Mr. Joseph",male,7.8792
3,0,"Foley, Mr. William",male,7.75
3,1,"Foo, Mr. Choong",male,56.4958
3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,34.375
3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,34.375
3,0,"Ford, Mr. Arthur",male,8.05
3,0,"Ford, Mr. Edward Watson",male,34.375
3,0,"Ford, Mr. William Neal",male,34.375
3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,34.375
3,0,"Fox, Mr. Patrick",male,7.75
3,0,"Franklin, Mr. Charles (Charles Fardon)",male,7.25
3,0,"Gallagher, Mr. Martin",male,7.7417
3,0,"Garfirth, Mr. John",male,14.5
3,0,"Gheorgheff, Mr. Stanio",male,7.8958
3,0,"Gilinski, Mr. Eliezer",male,8.05
3,1,"Gilnagh, Miss. Katherine ""Katie""",female,7.7333
3,1,"Glynn, Miss. Mary Agatha",female,7.75
3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,20.525
3,0,"Goldsmith, Mr. Frank John",male,20.525
3,0,"Goldsmith, Mr. Nathan",male,7.85
3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,20.525
3,0,"Goncalves, Mr. Manuel Estanslas",male,7.05
3,0,"Goodwin, Master. Harold Victor",male,46.9
3,0,"Goodwin, Master. Sidney Leonard",male,46.9
3,0,"Goodwin, Master. William Frederick",male,46.9
3,0,"Goodwin, Miss. Jessie Allis",female,46.9
3,0,"Goodwin, Miss. Lillian Amy",female,46.9
3,0,"Goodwin, Mr. Charles Edward",male,46.9
3,0,"Goodwin, Mr. Charles Frederick",male,46.9
3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,46.9
3,0,"Green, Mr. George Henry",male,8.05
3,0,"Gronnestad, Mr. Daniel Danielsen",male,8.3625
3,0,"Guest, Mr. Robert",male,8.05
3,0,"Gustafsson, Mr. Alfred Ossian",male,9.8458
3,0,"Gustafsson, Mr. Anders Vilhelm",male,7.925
3,0,"Gustafsson, Mr. Johan Birger",male,7.925
3,0,"Gustafsson, Mr. Karl Gideon",male,7.775
3,0,"Haas, Miss. Aloisia",female,8.85
3,0,"Hagardon, Miss. Kate",female,7.7333
3,0,"Hagland, Mr. Ingvald Olai Olsen",male,19.9667
3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,19.9667
3,0,"Hakkarainen, Mr. Pekka Pietari",male,15.85
3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,15.85
3,0,"Hampe, Mr. Leon",male,9.5
3,0,"Hanna, Mr. Mansour",male,7.2292
3,0,"Hansen, Mr. Claus Peter",male,14.1083
3,0,"Hansen, Mr. Henrik Juul",male,7.8542
3,0,"Hansen, Mr. Henry Damsgaard",male,7.8542
3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,14.1083
3,0,"Harknett, Miss. Alice Phoebe",female,7.55
3,0,"Harmer, Mr. Abraham (David Lishin)",male,7.25
3,0,"Hart, Mr. Henry",male,6.8583
3,0,"Hassan, Mr. Houssein G N",male,18.7875
3,1,"Healy, Miss. Hanora ""Nora""",female,7.75
3,1,"Hedman, Mr. Oskar Arvid",male,6.975
3,1,"Hee, Mr. Ling",male,56.4958
3,0,"Hegarty, Miss. Hanora ""Nora""",female,6.75
3,1,"Heikkinen, Miss. Laina",female,7.925
3,0,"Heininen, Miss. Wendla Maria",female,7.925
3,1,"Hellstrom, Miss. Hilda Maria",female,8.9625
3,0,"Hendekovic, Mr. Ignjac",male,7.8958
3,0,"Henriksson, Miss. Jenny Lovisa",female,7.775
3,0,"Henry, Miss. Delia",female,7.75
3,1,"Hirvonen, Miss. Hildur E",female,12.2875
3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,12.2875
3,0,"Holm, Mr. John Fredrik Alexander",male,6.45
3,0,"Holthen, Mr. Johan Martin",male,22.525
3,1,"Honkanen, Miss. Eliina",female,7.925
3,0,"Horgan, Mr. John",male,7.75
3,1,"Howard, Miss. May Elizabeth",female,8.05
3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,7.65
3,1,"Hyman, Mr. Abraham",male,7.8875
3,0,"Ibrahim Shawah, Mr. Yousseff",male,7.2292
3,0,"Ilieff, Mr. Ylio",male,7.8958
3,0,"Ilmakangas, Miss. Ida Livija",female,7.925
3,0,"Ilmakangas, Miss. Pieta Sofia",female,7.925
3,0,"Ivanoff, Mr. Kanio",male,7.8958
3,1,"Jalsevac, Mr. Ivan",male,7.8958
3,1,"Jansson, Mr. Carl Olof",male,7.7958
3,0,"Jardin, Mr. Jose Neto",male,7.05
3,0,"Jensen, Mr. Hans Peder",male,7.8542
3,0,"Jensen, Mr. Niels Peder",male,7.8542
3,0,"Jensen, Mr. Svend Lauritz",male,7.0542
3,1,"Jermyn, Miss. Annie",female,7.75
3,1,"Johannesen-Bratthammer, Mr. Bernt",male,8.1125
3,0,"Johanson, Mr. Jakob Alfred",male,6.4958
3,1,"Johansson Palmquist, Mr. Oskar Leander",male,7.775
3,0,"Johansson, Mr. Erik",male,7.7958
3,0,"Johansson, Mr. Gustaf Joel",male,8.6542
3,0,"Johansson, Mr. Karl Johan",male,7.775
3,0,"Johansson, Mr. Nils",male,7.8542
3,1,"Johnson, Master. Harold Theodor",male,11.1333
3,1,"Johnson, Miss. Eleanor Ileen",female,11.1333
3,0,"Johnson, Mr. Alfred",male,0.0
3,0,"Johnson, Mr. Malkolm Joackim",male,7.775
3,0,"Johnson, Mr. William Cahoone Jr",male,0.0
3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,11.1333
3,0,"Johnston, Master. William Arthur ""Willie""",male,23.45
3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,23.45
3,0,"Johnston, Mr. Andrew G",male,23.45
3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,23.45
3,0,"Jonkoff, Mr. Lalio",male,7.8958
3,1,"Jonsson, Mr. Carl",male,7.8542
3,0,"Jonsson, Mr. Nils Hilding",male,7.8542
3,0,"Jussila, Miss. Katriina",female,9.825
3,0,"Jussila, Miss. Mari Aina",female,9.825
3,1,"Jussila, Mr. Eiriik",male,7.925
3,0,"Kallio, Mr. Nikolai Erland",male,7.125
3,0,"Kalvik, Mr. Johannes Halvorsen",male,8.4333
3,0,"Karaic, Mr. Milan",male,7.8958
3,1,"Karlsson, Mr. Einar Gervasius",male,7.7958
3,0,"Karlsson, Mr. Julius Konrad Eugen",male,7.8542
3,0,"Karlsson, Mr. Nils August",male,7.5208
3,1,"Karun, Miss. Manca",female,13.4167
3,1,"Karun, Mr. Franz",male,13.4167
3,0,"Kassem, Mr. Fared",male,7.2292
3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,7.2292
3,0,"Keane, Mr. Andrew ""Andy""",male,7.75
3,0,"Keefe, Mr. Arthur",male,7.25
3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,7.75
3,1,"Kelly, Miss. Mary",female,7.75
3,0,"Kelly, Mr. James",male,7.8292
3,0,"Kelly, Mr. James",male,8.05
3,1,"Kennedy, Mr. John",male,7.75
3,0,"Khalil, Mr. Betros",male,14.4542
3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,14.4542
3,0,"Kiernan, Mr. John",male,7.75
3,0,"Kiernan, Mr. Philip",male,7.75
3,0,"Kilgannon, Mr. Thomas J",male,7.7375
3,0,"Kink, Miss. Maria",female,8.6625
3,0,"Kink, Mr. Vincenz",male,8.6625
3,1,"Kink-Heilmann, Miss. Luise Gretchen",female,22.025
3,1,"Kink-Heilmann, Mr. Anton",male,22.025
3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,22.025
3,0,"Klasen, Miss. Gertrud Emilia",female,12.1833
3,0,"Klasen, Mr. Klas Albin",male,7.8542
3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,12.1833
3,0,"Kraeff, Mr. Theodor",male,7.8958
3,1,"Krekorian, Mr. Neshan",male,7.2292
3,0,"Lahoud, Mr. Sarkis",male,7.225
3,0,"Laitinen, Miss. Kristina Sofia",female,9.5875
3,0,"Laleff, Mr. Kristo",male,7.8958
